,Filename,File Extension,Time Created,Time Modified
13101,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(950)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13102,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(950.0)_Out_of_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13103,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(953.54)_Out_of_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13104,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(956.06)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13105,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(957.07)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:46
13106,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(958.33)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:59,2020-03-17 12:00:45
13107,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(96.97)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13108,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(96.97)_Out_of_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13109,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(96.97)_Out_of_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:45
13110,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(960)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:45
13111,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(960.1)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:46
13112,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(962.63)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13113,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(963.64)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13114,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(963.64)_Out_of_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:45
13115,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(967.68)_Out_of_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:45
13116,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(969.44)_Out_of_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13117,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(97.22)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13118,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(97.22)_Out_of_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13119,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(97.73)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:46
13120,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(97.98)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13121,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(970)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13122,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(972.22)_Out_of_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:45
13123,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(974.75)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:46
13124,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(975.76)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13125,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(977.27)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13126,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(978.03)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:46
13127,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(98.48)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:46
13128,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(98.48)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13129,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(98.48)_Out_of_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13130,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(98.99)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:45
13131,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(98.99)_Out_of_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:45
13132,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(98.99)_Out_of_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13133,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(980)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13134,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(981.82)_Out_of_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:45
13135,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(982.58)_Out_of_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:45
13136,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(982.83)_Out_of_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13137,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(986.11)_Out_of_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13138,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(988.89)_Out_of_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13139,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(99.75)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:57,2020-03-17 12:00:45
13140,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(990)_Out_of_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13141,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(990.91)_Out_of_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13142,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(992.42)_Out_of_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:46
13143,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(995.45)_Out_of_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:45
13144,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(995.96)_Out_of_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:46
13145,In_Plane_Field\Out_of_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(996.21)_Out_of_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:58,2020-03-17 12:00:45
13146,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13147,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.0)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13148,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.0)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
13149,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.0)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13150,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.0)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13151,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.0)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13152,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.0)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13153,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.0)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13154,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.0)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
13155,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.0)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:50
13156,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.0)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:50
13157,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.25)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13158,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.51)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13159,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.51)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13160,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.76)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13161,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(0.76)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13162,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1.01)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13163,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1.01)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13164,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1.01)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13165,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1.26)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13166,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1.26)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13167,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1.52)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13168,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1.52)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13169,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1.52)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13170,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1.52)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13171,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1.77)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13172,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1.77)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
13173,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13174,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.1)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13175,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.1)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:50
13176,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.1)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13177,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.1)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13178,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.1)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13179,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.1)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:50
13180,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.35)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13181,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.61)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13182,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.61)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13183,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.61)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13184,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.61)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13185,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.61)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:50
13186,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(10.86)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13187,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(100)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13188,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(100.0)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13189,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(100.0)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13190,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(100.0)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
13191,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(100.76)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
13192,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1000)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13193,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1000.0)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:50
13194,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1002.02)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13195,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1002.53)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13196,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1004.55)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
13197,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1008.33)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13198,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1009.6)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13199,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(101.01)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
13200,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(101.01)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13201,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(101.01)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:50
13202,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(101.52)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13203,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1010)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:49
13204,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1010.1)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:50
13205,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1013.89)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
13206,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1015.15)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13207,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1015.15)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13208,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1018.18)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:50
13209,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(102.27)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13210,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(102.27)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:50
13211,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(102.53)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:50
13212,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1020)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13213,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1021.21)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:44:56,2020-03-17 12:00:49
13214,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1022.47)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13215,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1022.98)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
13216,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1027.78)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:50
13217,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1027.78)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13218,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1028.28)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13219,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(103.03)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:44:55,2020-03-17 12:00:49
13220,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(103.03)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
13221,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(103.54)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
13222,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(103.54)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:49
13223,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1030)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:44:53,2020-03-17 12:00:49
13224,Out_of_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BOutOfPlane(1031.82)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:44:54,2020-03-17 12:00:50
