,Filename,File Extension,Time Created,Time Modified
6401,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(195.96)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-04-02 02:02:05,2020-04-02 02:02:05
6402,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(195.96)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6403,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(195.96)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-02 01:59:13,2020-04-02 01:59:13
6404,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1950)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6405,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1950)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 01:57:33,2020-04-02 01:57:33
6406,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(196.97)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6407,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(196.97)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-02 01:55:03,2020-04-02 01:55:03
6408,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1960)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
6409,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1960)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 01:53:22,2020-04-02 01:53:22
6410,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1960.1)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6411,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1960.1)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-02 01:51:40,2020-04-02 01:51:40
6412,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1960.61)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6413,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1960.61)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-02 01:49:58,2020-04-02 01:49:58
6414,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1961.11)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:40
6415,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1961.11)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-04-02 01:48:15,2020-04-02 01:48:15
6416,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1961.62)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6417,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1961.62)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-04-02 01:46:34,2020-04-02 01:46:34
6418,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1962.12)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6419,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1962.12)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-04-02 01:44:52,2020-04-02 01:44:52
6420,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1962.63)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6421,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1962.63)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-04-02 01:43:11,2020-04-02 01:43:11
6422,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1963.13)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6423,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1963.13)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-04-02 01:41:30,2020-04-02 01:41:30
6424,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1963.64)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6425,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1963.64)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-02 01:39:47,2020-04-02 01:39:48
6426,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1964.14)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6427,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1964.14)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-02 01:38:03,2020-04-02 01:38:03
6428,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1964.65)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6429,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1964.65)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-02 01:36:20,2020-04-02 01:36:20
6430,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(197.73)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6431,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(197.73)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-02 01:33:42,2020-04-02 01:33:42
6432,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(197.98)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6433,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(197.98)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-02 01:30:48,2020-04-02 01:30:48
6434,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1970)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6435,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1970)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 01:29:08,2020-04-02 01:29:09
6436,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1980)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:39
6437,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1980)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 01:27:28,2020-04-02 01:27:29
6438,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1980.05)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6439,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1980.05)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-02 01:25:47,2020-04-02 01:25:47
6440,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1980.3)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6441,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1980.3)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-02 01:24:06,2020-04-02 01:24:06
6442,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1980.56)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:40
6443,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1980.56)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-04-02 01:22:23,2020-04-02 01:22:24
6444,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1980.81)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:40
6445,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1980.81)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-04-02 01:20:41,2020-04-02 01:20:42
6446,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1981.06)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6447,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1981.06)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-04-02 01:18:59,2020-04-02 01:19:00
6448,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1981.31)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:40
6449,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1981.31)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-04-02 01:17:18,2020-04-02 01:17:18
6450,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1981.57)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6451,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1981.57)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-04-02 01:15:37,2020-04-02 01:15:37
6452,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1981.82)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6453,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1981.82)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-02 01:13:55,2020-04-02 01:13:55
6454,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1982.07)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6455,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1982.07)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-02 01:12:14,2020-04-02 01:12:15
6456,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1982.32)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6457,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1982.32)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-02 01:10:33,2020-04-02 01:10:33
6458,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(199.49)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6459,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(199.49)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-02 01:08:04,2020-04-02 01:08:04
6460,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1990)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6461,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(1990)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-02 01:06:23,2020-04-02 01:06:23
6462,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.02)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6463,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.02)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-02 00:49:08,2020-04-02 00:49:08
6464,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.02)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6465,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.02)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-02 00:26:16,2020-04-02 00:26:16
6466,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.02)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6467,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.02)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-04-01 23:43:20,2020-04-01 23:43:20
6468,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.02)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6469,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.02)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-01 23:13:46,2020-04-01 23:13:46
6470,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.27)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6471,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.27)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-01 22:56:30,2020-04-01 22:56:30
6472,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.27)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6473,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.27)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-04-01 22:31:58,2020-04-01 22:31:58
6474,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.27)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:40
6475,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.27)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-01 22:02:48,2020-04-01 22:02:48
6476,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.53)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6477,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.53)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-01 21:45:54,2020-04-01 21:45:54
6478,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.53)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6479,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.53)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-01 21:16:19,2020-04-01 21:16:19
6480,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.53)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6481,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.53)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-01 20:55:15,2020-04-01 20:55:15
6482,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.53)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:40
6483,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.53)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-04-01 20:20:13,2020-04-01 20:20:13
6484,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.78)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6485,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2.78)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-01 20:03:47,2020-04-01 20:03:47
6486,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6487,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-01 19:12:39,2020-04-01 19:12:40
6488,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6489,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-01 18:42:40,2020-04-01 18:42:40
6490,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6491,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-01 18:29:53,2020-04-01 18:29:54
6492,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6493,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-01 18:20:39,2020-04-01 18:20:39
6494,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6495,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-04-01 18:10:43,2020-04-01 18:10:43
6496,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6497,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-04-01 18:00:12,2020-04-01 18:00:12
6498,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:02,2020-03-17 12:00:40
6499,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.2)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-01 17:48:02,2020-04-01 17:48:02
6500,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.45)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6501,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.45)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-01 17:19:43,2020-04-01 17:19:43
6502,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.45)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6503,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.45)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-04-01 17:10:24,2020-04-01 17:10:24
6504,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.45)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6505,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.45)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-01 16:57:47,2020-04-01 16:57:47
6506,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.71)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6507,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.71)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-01 16:31:24,2020-04-01 16:31:24
6508,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.71)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
6509,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.71)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-01 16:21:45,2020-04-01 16:21:45
6510,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.96)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
6511,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(20.96)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-01 15:56:57,2020-04-01 15:56:57
6512,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(200)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6513,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(200)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-01 15:54:28,2020-04-01 15:54:28
6514,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(200.0)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6515,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(200.0)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-04-01 15:51:30,2020-04-01 15:51:30
6516,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(200.0)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6517,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(200.0)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-04-01 15:48:50,2020-04-01 15:48:50
6518,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(200.76)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:40
6519,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(200.76)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-04-01 15:43:04,2020-04-01 15:43:05
6520,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:03,2020-03-17 12:00:39
6521,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-04-01 15:41:23,2020-04-01 15:41:24
6522,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:39
6523,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-04-01 15:39:42,2020-04-01 15:39:42
6524,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:40
6525,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-04-01 15:38:00,2020-04-01 15:38:01
6526,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6527,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-04-01 15:36:17,2020-04-01 15:36:18
6528,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:40
6529,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-04-01 15:34:36,2020-04-01 15:34:37
6530,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6531,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-04-01 15:32:55,2020-04-01 15:32:55
6532,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
6533,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-04-01 15:31:12,2020-04-01 15:31:12
6534,In_Plane_Field\In_Plane_Anis\HardAxis\ThinFilmFMR_BInPlane(2000.0)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:04,2020-03-17 12:00:40
